,Exposure,VehValue,VehAge,VehBody,Gender,DrivAge,ClaimNb,ClaimAmount,ClaimOcc
0,0.89585984,0.6529225,3,6,0,2,1,1468.8984,1
1,0.18100429,1.387381,1,6,0,6,0,0.0,0
2,0.68090093,1.0970097,3,6,0,3,0,0.0,0
3,0.832893,1.0706667,2,1,1,4,0,0.0,0
4,0.8286983,1.6733495,1,2,1,1,0,0.0,0
5,0.30191594,0.9226259,3,6,0,5,0,0.0,0
6,0.6058049,1.7729651,2,1,0,2,0,0.0,0
7,0.2507938,1.5321463,4,6,0,1,0,0.0,0
8,0.35486504,2.4950547,1,3,0,4,0,0.0,0
9,0.4657364,1.6947165,3,4,1,1,0,0.0,0
10,0.6658654,0.67176485,3,1,0,4,0,0.0,0
11,0.7792913,0.8302448,3,6,0,6,0,0.0,0
12,0.012854695,1.0036479,3,6,1,2,0,0.0,0
13,0.48081928,1.6288402,4,6,0,6,0,0.0,0
14,0.5140178,1.225255,2,1,0,5,0,0.0,0
15,0.776365,1.9279555,1,6,1,3,0,0.0,0
16,0.09124601,1.0897508,2,1,0,1,0,0.0,0
17,0.70824826,1.7073998,4,1,0,1,0,0.0,0
18,0.8498527,3.1428442,2,2,0,1,0,0.0,0
19,0.32401633,2.6371837,4,6,0,4,0,0.0,0
20,0.4805647,1.7579798,1,8,1,3,0,0.0,0
21,0.25589114,2.5204246,1,4,1,5,0,0.0,0
22,0.64807844,3.2927523,1,3,1,5,0,0.0,0
23,0.77669644,1.1016337,1,6,1,5,0,0.0,0
24,0.8598681,3.2251296,1,3,0,3,0,0.0,0
25,0.22202528,0.39390457,3,6,1,4,0,0.0,0
26,0.91134834,4.012086,1,9,1,6,0,0.0,0
27,0.06093815,0.93860745,1,6,0,4,0,0.0,0
28,0.054947913,4.032492,4,3,1,2,0,0.0,0
29,0.45950714,0.715029,3,6,1,5,0,0.0,0
30,0.032218218,2.5157216,1,3,1,3,0,0.0,0
31,0.49132302,1.3510628,4,1,0,2,0,0.0,0
32,0.8393383,1.2700342,3,2,1,2,0,0.0,0
33,0.868407,0.97630423,3,3,1,2,0,0.0,0
34,0.27101514,2.2306256,1,3,1,5,0,0.0,0
35,0.48399937,2.8448737,2,12,0,4,0,0.0,0
36,0.66618645,0.8700184,3,6,0,6,0,0.0,0
37,0.2600618,1.0759318,1,1,0,1,0,0.0,0
38,0.3001824,1.4443948,3,3,0,5,0,0.0,0
39,0.6847838,3.7735486,4,3,0,2,0,0.0,0
40,0.8799551,3.1023736,4,3,0,2,0,0.0,0
41,0.8583399,0.5271239,3,6,0,4,0,0.0,0
42,0.5216111,0.46722567,4,4,1,3,2,2448.9287,1
43,0.65853506,0.79587495,2,1,0,4,1,18.21894,1
44,0.28885597,1.7303945,4,1,0,4,1,598.06946,1
45,0.7199595,1.2787639,1,7,0,2,0,0.0,0
46,0.034079403,1.9689271,1,3,0,1,0,0.0,0
47,0.42868996,0.6078416,3,2,1,5,0,0.0,0
48,0.090606034,1.21297,1,6,0,3,0,0.0,0
49,0.09928885,1.5812901,4,1,0,1,0,0.0,0
50,0.102589816,1.2291667,2,1,0,2,0,0.0,0
51,0.26233855,2.7031138,1,3,0,1,0,0.0,0
52,0.17719936,2.5371752,3,2,1,4,0,0.0,0
53,0.061331123,1.6854001,2,6,1,4,0,0.0,0
54,0.6119437,0.6674869,3,6,0,4,0,0.0,0
55,0.055032194,2.2151117,4,4,1,2,0,0.0,0
56,0.35987383,0.75384736,3,1,1,1,0,0.0,0
57,0.074733675,0.6289971,3,6,1,3,0,0.0,0
58,0.08553213,1.5148842,1,1,1,4,0,0.0,0
59,0.12863308,0.6416706,3,1,0,2,0,0.0,0
60,0.79715544,1.1273105,3,6,0,3,0,0.0,0
61,0.6641743,2.494547,4,4,0,3,0,0.0,0
62,0.5486301,1.0827992,3,7,0,2,0,0.0,0
63,0.07487962,1.7079045,4,6,0,4,0,0.0,0
64,0.9365044,1.4418945,1,6,1,4,0,0.0,0
65,0.48272106,1.8333942,4,6,0,2,0,0.0,0
66,0.34915227,2.3274856,2,3,0,2,0,0.0,0
67,0.5756339,1.3609154,2,1,1,3,0,0.0,0
68,0.40114158,5.180686,4,3,1,2,0,0.0,0
69,0.914308,0.72485054,3,6,1,5,0,0.0,0
70,0.61664724,1.8192953,1,2,1,2,0,0.0,0
71,0.4420636,2.0692887,4,6,0,3,0,0.0,0
72,0.08210331,1.4242277,2,8,1,6,0,0.0,0
73,0.92015225,3.2029493,2,3,0,3,0,0.0,0
74,0.7395253,1.3126227,3,2,1,5,0,0.0,0
75,0.7347268,2.3565574,1,3,0,5,0,0.0,0
76,0.7839956,1.4405022,2,1,1,3,0,0.0,0
77,0.20486271,1.3128593,2,1,0,1,1,126.901566,1
78,0.029590815,2.2507372,4,6,0,3,0,0.0,0
79,0.33250535,4.8968167,4,2,1,3,0,0.0,0
80,0.3378685,0.45096552,3,3,1,6,0,0.0,0
81,0.88788056,3.5631394,2,3,0,3,0,0.0,0
82,0.8150238,1.3276465,1,1,1,2,0,0.0,0
83,0.5925049,3.5494285,4,3,1,2,0,0.0,0
84,0.5491334,1.4494946,4,1,1,3,0,0.0,0
85,0.1999422,2.1682415,3,4,0,1,0,0.0,0
86,0.28151608,0.8680154,1,1,0,4,0,0.0,0
87,0.9498222,4.9379587,2,6,1,1,0,0.0,0
88,0.9879514,2.0411644,4,6,0,4,0,0.0,0
89,0.40766233,1.4569719,1,6,0,3,1,749.8855,1
90,0.7298486,2.5157921,1,3,1,2,0,0.0,0
91,0.9150403,1.1597435,3,3,1,5,0,0.0,0
92,0.67682403,1.3822148,3,2,0,1,1,1519.4739,1
93,0.4990699,5.112833,2,3,1,4,0,0.0,0
94,0.703199,0.8190979,1,1,0,4,0,0.0,0
95,0.6654013,1.7151067,2,2,1,5,0,0.0,0
96,0.35500145,1.9405766,3,3,1,1,0,0.0,0
97,0.3897928,2.6885915,4,3,0,6,0,0.0,0
98,0.7497689,1.2505728,3,6,1,4,0,0.0,0
99,0.6443328,0.58804905,3,6,1,3,0,0.0,0
100,0.2188365,2.47268,1,6,0,2,0,0.0,0
101,1.0,0.8234527,3,2,0,1,0,0.0,0
102,0.35203204,3.0936623,2,3,1,1,0,0.0,0
103,0.12433702,1.496644,1,6,0,3,0,0.0,0
104,0.10565856,2.8170633,2,2,1,2,0,0.0,0
105,0.44072723,1.4188836,1,6,1,3,0,0.0,0
106,0.39439088,3.7069335,1,3,0,5,0,0.0,0
107,0.07867357,1.5633453,2,1,0,1,0,0.0,0
108,0.17848915,1.2598555,3,10,0,3,0,0.0,0
109,0.5075736,1.6775353,2,1,0,1,0,0.0,0
110,0.15494663,0.66396546,3,6,0,5,0,0.0,0
111,0.46255514,2.294325,4,6,0,4,0,0.0,0
112,0.91217834,0.31540942,3,8,1,1,0,0.0,0
113,0.7658806,0.96763915,3,6,0,2,0,0.0,0
114,0.8610637,0.531669,3,1,1,4,0,0.0,0
