,Exposure,VehValue,VehAge,VehBody,Gender,DrivAge,ClaimNb,ClaimAmount,ClaimOcc
0,0.52987003,1.3903799,old cars,Panel van,Female,older work. people,1.0,281.35895,1
1,0.06828445,1.9240077,young cars,Utility,Male,oldest people,0.0,0.0,0
2,0.30195326,3.096671,youngest cars,Utility,Male,older work. people,0.0,0.0,0
3,0.300627,1.9598075,young cars,Station wagon,Female,young people,0.0,0.0,0
4,0.5223196,1.346818,oldest cars,Panel van,Female,oldest people,0.0,0.0,0
5,0.35146296,1.2769827,young cars,Utility,Female,oldest people,0.0,0.0,0
6,0.4840085,1.508835,old cars,Sedan,Male,oldest people,0.0,0.0,0
7,0.3171202,1.2857244,young cars,Utility,Male,old people,0.0,0.0,0
8,0.58080655,2.0341914,oldest cars,Hardtop,Female,older work. people,0.0,0.0,0
9,0.47627103,1.4611557,young cars,Station wagon,Male,oldest people,0.0,0.0,0
10,0.28606826,1.1439302,oldest cars,Hatchback,Female,oldest people,0.0,0.0,0
11,0.837168,3.7048085,oldest cars,Hardtop,Female,older work. people,0.0,0.0,0
12,0.5272413,1.0559666,oldest cars,Hatchback,Female,oldest people,0.0,0.0,0
13,0.4525918,1.077646,old cars,Hatchback,Female,working people,0.0,0.0,0
14,0.6527642,1.4378467,young cars,Station wagon,Female,older work. people,0.0,0.0,0
15,0.39383483,1.1732236,old cars,Hatchback,Female,working people,0.0,0.0,0
16,0.5103797,3.6911907,youngest cars,Station wagon,Male,old people,0.0,0.0,0
17,0.8502349,1.4830085,old cars,Sedan,Female,older work. people,0.0,0.0,0
18,0.37243664,1.571929,young cars,Panel van,Female,older work. people,0.0,0.0,0
19,0.91673815,1.5422974,young cars,Panel van,Female,oldest people,0.0,0.0,0
20,0.467585,1.356624,young cars,Sedan,Female,oldest people,0.0,0.0,0
21,0.2929925,1.2334685,young cars,Hatchback,Female,working people,0.0,0.0,0
22,0.3128348,1.3974116,young cars,Hardtop,Female,older work. people,0.0,0.0,0
23,0.2532993,1.6661454,young cars,Hardtop,Male,old people,0.0,0.0,0
24,0.5669302,1.0303745,oldest cars,Hatchback,Male,older work. people,0.0,0.0,0
25,0.25958496,1.3718163,young cars,Panel van,Female,working people,0.0,0.0,0
26,0.55642045,1.5789868,young cars,Station wagon,Female,older work. people,0.0,0.0,0
27,0.36219445,1.463444,youngest cars,Hatchback,Female,old people,0.0,0.0,0
28,0.21415445,1.3341745,young cars,Utility,Male,oldest people,0.0,0.0,0
29,0.22804123,1.19823,old cars,Hatchback,Female,old people,0.0,0.0,0
30,0.71828675,1.1587061,oldest cars,Utility,Male,oldest people,0.0,0.0,0
31,0.4355469,1.2857298,young cars,Panel van,Female,older work. people,0.0,0.0,0
32,0.24679507,1.7293687,young cars,Station wagon,Female,young people,0.0,0.0,0
33,0.67834103,1.5842304,oldest cars,Hardtop,Female,oldest people,0.0,0.0,0
34,0.32561767,5.0495024,oldest cars,Hardtop,Male,older work. people,0.0,0.0,0
35,0.6359681,1.2473421,old cars,Utility,Male,working people,0.0,0.0,0
36,0.17673185,1.257673,oldest cars,Sedan,Female,working people,0.0,0.0,0
37,0.17057514,3.200891,young cars,Hardtop,Male,older work. people,0.0,0.0,0
38,0.12854943,1.4290339,young cars,Hardtop,Female,older work. people,0.0,0.0,0
39,0.32228738,1.524255,old cars,Utility,Male,older work. people,0.0,0.0,0
