,OwnerAge,Area,RiskClass,VehAge,BonusClass,Exposure,ClaimNb,ClaimAmount,ClaimOcc
0,37.07153,3,2,13.210011,3,0.69373924,0.0,0.0,0
1,36.07761,2,2,14.557658,6,0.8582989,0.0,0.0,0
2,32.03258,3,4,3.514707,2,0.35508612,0.0,0.0,0
3,52.95942,3,4,12.66646,7,0.99191725,0.0,0.0,0
4,36.728046,4,3,16.773,6,0.98907876,0.0,0.0,0
5,52.671806,3,2,4.481253,6,0.7419357,0.0,0.0,0
6,43.860294,2,2,14.7099,6,0.9373063,0.0,0.0,0
7,27.340857,5,5,8.726554,2,0.62890446,0.0,0.0,0
8,48.740993,3,2,12.058618,3,0.8736036,0.0,0.0,0
9,56.904762,3,2,6.8122187,10,1.0,1.0,14946.83,1
10,34.453197,2,2,7.4576855,4,0.599993,0.0,0.0,0
11,52.925922,3,4,3.6471987,5,0.8120557,0.0,0.0,0
12,50.656746,3,2,15.430527,2,0.6577717,0.0,0.0,0
13,40.071552,3,4,1.3202095,5,0.70335734,1.0,115201.734,1
14,39.336456,2,6,12.567285,5,0.90636176,0.0,0.0,0
15,29.607403,4,3,8.808321,2,0.064745545,0.0,0.0,0
16,51.231045,4,2,15.264471,5,0.9152001,0.0,0.0,0
17,29.591705,3,2,14.837845,2,0.41351566,0.0,0.0,0
18,33.41726,3,5,15.659985,2,0.94646287,0.0,0.0,0
19,48.846203,3,3,11.06715,2,0.7261497,0.0,0.0,0
20,41.978302,1,4,4.815322,5,0.50174904,0.0,0.0,0
21,47.36786,3,2,14.597028,5,0.910593,0.0,0.0,0
22,43.904865,3,2,18.489529,3,0.76980996,0.0,0.0,0
23,35.7358,3,3,7.276906,4,0.9462644,0.0,0.0,0
24,37.51104,2,3,16.267899,3,0.9117947,0.0,0.0,0
25,26.769302,5,3,6.4310775,4,0.84803486,0.0,0.0,0
26,28.15163,4,2,3.3115253,3,0.35403267,0.0,0.0,0
27,45.725636,2,2,2.3746529,6,0.69150215,1.0,63115.258,1
28,44.155754,3,5,10.509522,6,0.97228396,0.0,0.0,0
29,53.12612,3,3,15.2702465,2,0.7622389,0.0,0.0,0
30,23.764574,5,6,12.566556,3,0.29244173,0.0,0.0,0
31,32.765976,3,3,14.807058,1,0.75671226,0.0,0.0,0
32,53.34075,2,4,10.727161,7,0.97099686,0.0,0.0,0
33,55.4567,3,4,11.121314,3,0.6866703,0.0,0.0,0
34,51.41699,3,4,14.04066,3,0.8877355,0.0,0.0,0
35,34.45807,4,2,9.662258,6,0.4316175,0.0,0.0,0
36,33.46229,3,2,14.244041,2,0.87674844,0.0,0.0,0
37,41.03841,3,2,11.037757,7,1.0,0.0,0.0,0
38,50.124718,2,4,12.611877,5,0.93914646,0.0,0.0,0
