,Exposure,VehValue,VehAge,VehBody,DrivAge,ClaimNb,ClaimAmount,ClaimOcc
0,0.7828979701937756,2.123764227597246,2,6,3,1,5900.029795227827,1
1,0.2837614133306836,1.6794472126968467,2,6,1,0,0.0,0
2,0.5315553308011456,1.8903646562281715,2,6,2,0,0.0,0
3,0.1875189448821693,3.1131960498895106,1,3,6,0,0.0,0
4,0.5690122508899311,1.6787697088125264,2,1,1,0,0.0,0
5,0.03793798942032728,1.3560690481272604,2,2,4,0,0.0,0
6,0.46253732094632455,1.0472899542146972,1,6,2,0,0.0,0
7,0.44880806834194503,4.895837942198464,4,3,5,0,0.0,0
8,0.35896982886289436,1.0710558370957388,1,6,4,0,0.0,0
9,0.0,0.35708227130131576,3,1,2,0,0.0,0
10,0.5800162314137927,2.5266618492785886,1,3,2,0,0.0,0
11,0.5968592991400098,0.8501505014617323,3,6,4,0,0.0,0
12,0.6446649125284598,2.354820803962453,4,5,2,0,0.0,0
13,0.9735871878539852,1.900527421446953,4,1,2,0,0.0,0
14,0.48128278517238055,1.0074827922436922,1,6,3,0,0.0,0
15,0.18400218021208664,4.247353300077613,1,10,4,0,0.0,0
16,0.4437960786176269,1.503572373862966,2,1,5,0,0.0,0
17,0.4732428831555172,1.8620299617971765,4,6,1,0,0.0,0
18,0.5309470670218961,2.3231863154589596,2,6,5,0,0.0,0
19,0.2843821567766681,1.234388160209738,2,1,4,0,0.0,0
20,0.1005441378142587,1.582047487290712,3,3,3,0,0.0,0
21,0.31046416750253075,1.3461372544988084,2,1,6,0,0.0,0
22,0.5624371020680236,1.2450398276075918,1,6,5,0,0.0,0
23,0.5147674395938535,2.461781154376581,4,4,4,0,0.0,0
24,0.5336525803210111,2.2505817208733885,2,6,4,0,0.0,0
25,0.7896766079041648,2.4327993471380185,4,1,4,0,0.0,0
26,0.2611818875309525,3.2667819463611947,2,2,4,0,0.0,0
27,0.9168758270587104,1.227949736245452,1,6,2,0,0.0,0
28,0.1731948263553062,3.0051924835685524,1,3,6,0,0.0,0
29,0.16229460053763178,2.9981486248952445,1,4,3,0,0.0,0
30,0.3670151117695052,1.0246257145800828,1,1,2,0,0.0,0
31,0.4696436854503601,0.6985906341442985,1,3,2,0,0.0,0
32,0.49815717433855833,1.4802823100166655,2,1,2,0,0.0,0
33,0.0,0.8896427828250456,3,6,3,0,0.0,0
34,0.8085104737378523,0.9570791793942972,1,1,4,0,0.0,0
35,0.35907910127351245,1.1225104249274205,2,6,3,0,0.0,0
36,0.9696936596022652,1.1663777825972712,2,1,5,0,0.0,0
37,0.38922531088939705,1.9405237065845562,2,3,4,0,0.0,0
38,0.2880711587008933,1.2044617872682863,1,6,2,0,0.0,0
39,0.0927920568594347,3.5684366311043645,4,3,1,0,0.0,0
40,0.0,3.4845172425601225,2,3,5,0,0.0,0
41,0.6071211446098187,1.4363923144354624,2,6,1,0,0.0,0
42,0.8059710464728629,0.7003793768426501,1,1,4,1,7397.601863149301,1
43,0.8877105752181047,2.0791483087234175,1,7,1,1,4477.892353801216,1
44,0.3870785391646173,1.6665728314362718,2,1,5,1,460.85335071901886,1
45,0.26756288122311533,1.755995838303989,2,6,1,0,0.0,0
46,0.951559594604779,0.8165841029728065,3,6,4,0,0.0,0
47,0.5108485657064836,0.4229241182763426,3,2,4,0,0.0,0
48,0.6118937249871182,2.0104116924572693,1,2,4,0,0.0,0
49,0.5564708648634187,1.7022815519985595,2,6,2,0,0.0,0
50,0.4660244926842351,0.8557082166451528,1,1,4,0,0.0,0
51,0.2730991382596771,0.9570511390926428,3,6,5,0,0.0,0
52,0.9640115631052413,4.653179292045353,4,3,6,0,0.0,0
53,0.7118300509419736,0.0906990520475972,3,6,2,0,0.0,0
54,0.2669682314731952,0.666625917049376,3,3,4,0,0.0,0
55,0.7114866496345469,2.9318227397628336,1,3,5,0,0.0,0
56,0.6515974878812496,1.5046939825735677,1,1,4,0,0.0,0
57,0.22139445324979556,3.2989966276722322,1,3,1,0,0.0,0
58,0.19794274365852016,0.6627267200083986,1,12,6,0,0.0,0
59,0.6101653657948586,0.9111396680878537,3,6,2,0,0.0,0
60,0.6176099489166286,3.118950245661206,4,3,6,0,0.0,0
61,0.7038280710931867,1.961895718571284,4,6,2,0,0.0,0
62,0.4227069625641473,2.355639502332733,1,3,4,0,0.0,0
63,0.5737533566368752,1.5265313366120488,4,1,5,0,0.0,0
64,0.3919189455794687,1.1837463246188942,3,6,2,0,0.0,0
65,0.6112179797039228,0.9275712004364338,1,1,4,0,0.0,0
66,0.4551907603948839,6.085426500707291,4,7,2,0,0.0,0
67,0.3799356221154738,1.222958118185798,3,3,2,0,0.0,0
68,0.35266514990155423,0.4152153935243612,3,2,1,0,0.0,0
69,0.5058999628513458,1.812378130448374,4,6,3,0,0.0,0
70,0.5121580443621334,5.125918593142478,4,3,2,0,0.0,0
71,0.22086837884742905,1.8218327212415089,2,6,6,0,0.0,0
72,0.6279174778299816,1.7452338306943531,1,2,6,0,0.0,0
73,0.32126401564114815,1.682880470836423,4,6,1,0,0.0,0
74,0.5615193582712696,1.065512905107262,1,6,1,0,0.0,0
75,0.3241430589843588,1.96763395697873,2,6,5,0,0.0,0
76,0.7116640859687773,0.8913458783318847,1,1,3,0,0.0,0
77,0.7169991763428318,1.5490557482954275,3,3,1,1,136.0920757002635,1
78,0.14267537834339872,0.8473607212492381,3,1,2,0,0.0,0
79,0.6652165174143743,1.96200934107151,1,3,4,0,0.0,0
80,0.8728598751496561,2.020727528381275,3,3,5,0,0.0,0
81,0.0,0.8659495097696367,3,1,5,0,0.0,0
82,0.4548879753489828,5.418164792819193,4,6,2,0,0.0,0
83,0.02265258808477233,3.026084527954871,4,6,3,0,0.0,0
84,0.9946848907615053,0.6276877651968937,3,4,2,0,0.0,0
85,0.47062079569165904,1.6391132096502665,2,6,6,0,0.0,0
86,0.41056146959089956,1.138072071432121,1,1,5,0,0.0,0
87,0.588283348880893,1.1769344734065936,3,6,2,0,0.0,0
88,0.5172751748275952,0.40696952790771745,3,3,2,0,0.0,0
89,0.48004451752197275,1.3688082504338572,1,1,5,1,534.5177507219224,1
90,0.8089198306655685,0.6740267752632914,3,6,2,0,0.0,0
91,0.22537834936613863,1.4347803746826255,3,3,4,0,0.0,0
92,0.35583949571350804,2.8261775037882346,4,1,5,2,1464.844985599377,1
93,0.4989314396879163,0.6075124152251898,3,1,2,0,0.0,0
94,0.8012408466112038,1.3823168400258177,4,1,2,0,0.0,0
95,0.42736635221741487,0.9883176322112385,1,6,5,0,0.0,0
96,0.31306611273837126,1.4809054022769106,1,2,1,0,0.0,0
97,0.40937841634799715,1.7838069434142254,4,6,2,0,0.0,0
98,0.00792191637843015,1.5408909925178085,2,1,3,0,0.0,0
99,0.5455743455763068,1.5549088512743872,2,6,2,0,0.0,0
100,0.0,0.7492514327432753,3,6,1,0,0.0,0
101,0.684881470714128,4.106168001948234,4,2,0,0,0.0,0
102,0.12973619175908402,2.8520410699726697,2,6,4,0,0.0,0
103,0.8041898942681169,1.1276560165722955,2,1,5,0,0.0,0
104,0.5221917753104903,1.921980649664339,3,3,4,0,0.0,0
105,0.9529846820433487,1.3119510618728218,2,1,5,0,0.0,0
106,0.30934520701550916,2.6814347410507593,2,3,5,0,0.0,0
107,0.33482602558369906,0.439929466251755,3,6,3,0,0.0,0
108,0.4139617876584471,0.6998373729253724,3,1,3,0,0.0,0
109,0.45545489059697497,3.423504813980033,1,4,1,0,0.0,0
110,0.5421786639877592,1.7398664471373742,1,6,4,0,0.0,0
111,0.42504713444582776,2.3204337791081833,4,6,2,0,0.0,0
112,0.7724213715512893,1.9583945282334474,4,6,0,0,0.0,0
113,0.6830521395994482,0.9668629163368446,1,1,5,0,0.0,0
114,0.6900136061470379,0.972551551521353,1,6,5,0,0.0,0
115,0.8891457792251388,1.6167370849035283,2,1,5,0,0.0,0
116,0.4247441544346822,2.967771158191244,4,6,2,0,0.0,0
117,0.7995778275529162,0.9730976306870076,1,3,1,0,0.0,0
118,0.2766640226809277,2.1724529085370046,4,1,5,0,0.0,0
119,0.27393663820729386,2.2492039921573257,4,6,4,0,0.0,0
120,0.907667058135338,0.8309858362334283,3,6,4,0,0.0,0
121,0.37629458040139047,1.5975952197235277,1,3,1,1,143.52352906960033,1
122,0.5928487299311607,2.0577666295037877,1,3,4,0,0.0,0
123,1.2627209391678207,3.6469830515471844,2,3,2,1,136.0920757002635,1
124,1.0283112860421484,1.8072829621531292,2,6,3,0,0.0,0
125,0.9854305463108171,0.8742539004677782,1,6,3,1,136.0920757002635,1
126,0.5843644920873353,1.5501993274959238,4,1,6,1,1755.75981419614,1
127,0.1411577967375352,3.7965028764372133,2,3,4,0,0.0,0
128,0.8001317979541656,0.7723201849253769,1,1,5,0,0.0,0
129,0.9133298039925726,0.04181756997305319,1,8,4,0,0.0,0
130,0.0,0.9520362853977365,3,8,6,0,0.0,0
131,0.27772015701053393,0.33760397984210533,3,1,5,0,0.0,0
132,0.0810632127092284,2.331474345271324,3,8,1,0,0.0,0
133,0.13849839239372652,3.0021774377184665,4,6,2,0,0.0,0
134,0.5261664918177344,1.7155588338160297,4,1,2,0,0.0,0
135,0.2415307482624366,1.4355367921629865,1,6,6,0,0.0,0
136,0.3916219656440776,1.895651165639449,3,2,4,0,0.0,0
137,0.406651868993831,1.9524853369806703,2,6,1,0,0.0,0
138,0.6036939998044215,1.5773425861037587,2,1,5,0,0.0,0
