,Exposure,VehValue,VehAge,VehBody,Gender,DrivAge,ClaimNb,ClaimAmount,ClaimOcc
0,0.8000995,1.4333727,2,7,0,3,1.0,905.3323,1
1,0.43476185,2.2839074,1,2,1,3,0.0,0.0,0
2,0.1261594,1.6417629,1,4,0,5,0.0,0.0,0
3,0.47805417,1.2640445,1,7,0,5,0.0,0.0,0
4,0.22846878,1.428307,3,7,1,3,0.0,0.0,0
5,0.5793647,1.4804453,1,6,0,4,0.0,0.0,0
6,0.22613734,1.5189774,2,4,0,3,0.0,0.0,0
7,0.6943908,1.1486326,3,2,1,2,0.0,0.0,0
8,0.40875357,1.515826,3,3,1,5,0.0,0.0,0
9,0.16913775,1.5869005,2,6,0,4,0.0,0.0,0
10,0.4276923,1.2539738,2,6,1,4,0.0,0.0,0
11,0.23178941,1.8863324,4,2,0,5,0.0,0.0,0
12,0.7437679,1.5667,1,3,0,4,0.0,0.0,0
13,0.6656076,1.6509408,2,5,0,4,0.0,0.0,0
14,0.28159523,1.3148239,2,6,0,4,0.0,0.0,0
15,0.6646355,1.4377112,2,6,0,3,0.0,0.0,0
16,0.21050787,1.4194462,2,2,0,2,0.0,0.0,0
17,0.80923223,3.5168462,4,2,0,4,0.0,0.0,0
18,0.5798766,1.5586275,1,5,0,4,0.0,0.0,0
19,0.6873425,1.663013,3,2,0,4,0.0,0.0,0
20,0.7445719,1.3594962,2,4,0,3,0.0,0.0,0
21,0.70333797,1.4931109,1,4,0,3,0.0,0.0,0
22,0.605965,1.3805125,3,4,1,4,0.0,0.0,0
23,0.38504028,1.5129509,1,3,0,2,0.0,0.0,0
24,0.14779052,1.7927964,1,5,0,5,0.0,0.0,0
25,0.7432532,1.3018312,3,4,1,3,0.0,0.0,0
26,0.5080613,1.4164882,2,5,0,4,0.0,0.0,0
27,0.387225,1.4986601,1,4,0,2,0.0,0.0,0
28,0.34420738,3.3683481,3,4,1,4,0.0,0.0,0
29,0.57897633,1.4339335,1,5,0,3,0.0,0.0,0
30,0.28815407,1.8271716,3,4,0,4,0.0,0.0,0
31,0.6372298,1.3445731,2,3,0,4,0.0,0.0,0
32,0.5552728,1.3010864,2,6,1,5,0.0,0.0,0
33,0.48728967,1.3739623,2,2,0,3,0.0,0.0,0
34,0.117287636,1.5446169,2,2,1,4,0.0,0.0,0
35,0.41475245,1.5036125,3,5,0,3,0.0,0.0,0
36,0.59136003,1.5569063,1,4,1,2,0.0,0.0,0
37,0.1959945,1.4855272,2,2,1,3,0.0,0.0,0
38,0.70842767,1.5793498,1,3,1,5,0.0,0.0,0
39,0.2603015,1.1770643,3,6,0,5,0.0,0.0,0
40,0.40653813,1.0700705,2,8,0,3,0.0,0.0,0
41,0.19660783,1.2331915,2,1,1,4,0.0,0.0,0
42,0.49873903,1.4660993,1,4,0,4,1.0,7815.4624,1
43,0.54649293,1.706437,2,6,0,3,1.0,728.45056,1
44,0.7610525,1.5869741,1,6,0,3,1.0,826.1238,1
45,0.42440635,1.169157,3,1,1,2,0.0,0.0,0
46,0.53725713,1.5274653,1,3,0,4,0.0,0.0,0
47,0.508746,1.4712019,1,3,0,6,0.0,0.0,0
48,0.39911693,3.1693747,4,2,0,5,0.0,0.0,0
49,0.55628973,1.0354166,3,7,1,3,0.0,0.0,0
50,0.37222677,2.5695632,4,6,0,2,0.0,0.0,0
51,0.42530245,1.5982074,2,3,0,2,0.0,0.0,0
52,0.19678983,1.395078,2,5,0,5,0.0,0.0,0
53,0.79667145,1.2728305,3,4,1,2,0.0,0.0,0
54,0.58919203,1.2952754,3,2,1,1,0.0,0.0,0
55,0.18576601,1.7849883,2,3,1,2,0.0,0.0,0
56,0.7496012,2.306161,2,5,1,1,0.0,0.0,0
57,0.28128237,1.3597639,3,4,0,3,0.0,0.0,0
58,0.4719201,2.149716,4,7,0,5,0.0,0.0,0
59,0.4838352,1.750841,3,2,0,3,0.0,0.0,0
60,0.26024532,1.3598211,1,1,0,3,0.0,0.0,0
61,0.41095817,1.6331729,2,5,0,4,0.0,0.0,0
62,0.2234529,1.3537562,3,5,1,4,0.0,0.0,0
63,0.23425016,1.9589014,1,2,1,2,0.0,0.0,0
64,0.17381611,1.6571959,1,5,1,4,0.0,0.0,0
65,0.5130715,1.8151501,2,6,0,4,0.0,0.0,0
66,0.53424805,1.2419434,3,6,1,4,0.0,0.0,0
67,0.31139857,1.4747198,3,7,1,4,0.0,0.0,0
68,0.2570197,2.0646791,1,2,0,2,0.0,0.0,0
69,0.4343359,3.812293,3,5,1,5,0.0,0.0,0
70,0.41203445,1.5524632,1,3,0,2,0.0,0.0,0
71,0.5342748,3.471662,4,6,1,5,0.0,0.0,0
72,0.26005524,2.8736944,2,4,1,2,0.0,0.0,0
73,0.6548336,1.4617927,3,2,0,3,0.0,0.0,0
74,0.20476294,1.9609051,4,3,0,2,0.0,0.0,0
75,0.70034105,1.5199587,1,2,1,5,0.0,0.0,0
76,0.43758896,1.5052438,3,2,0,2,0.0,0.0,0
77,0.5954794,3.7718005,4,3,0,5,1.0,246.235,1
78,0.5378798,1.5869442,2,4,1,1,0.0,0.0,0
79,0.208399,1.4752003,2,2,0,5,0.0,0.0,0
80,0.24890374,1.2492039,3,1,0,1,0.0,0.0,0
81,0.42478618,1.8025186,3,2,0,2,0.0,0.0,0
82,0.49137652,1.6843617,1,5,0,2,0.0,0.0,0
83,0.20904577,2.2338235,3,2,1,4,0.0,0.0,0
84,0.1504477,1.5234635,2,4,0,3,0.0,0.0,0
85,0.7775743,1.5429332,2,2,0,2,0.0,0.0,0
86,0.71733415,1.2522194,2,2,1,3,0.0,0.0,0
87,0.46483716,2.2201552,2,7,1,2,0.0,0.0,0
88,0.4471838,2.2714567,4,2,0,4,0.0,0.0,0
89,0.7601608,1.7507869,2,5,1,3,1.0,800.0852,1
90,0.83214647,1.8477831,3,3,1,4,0.0,0.0,0
91,0.26437682,1.6818197,2,5,1,1,0.0,0.0,0
92,0.723008,1.8051426,3,6,0,3,1.0,500.0466,1
93,0.744441,2.5131483,3,5,1,3,0.0,0.0,0
94,0.14523008,1.4162669,2,4,0,5,0.0,0.0,0
95,0.3716437,1.5275929,1,5,0,2,0.0,0.0,0
96,0.6194685,1.1044314,3,1,0,3,0.0,0.0,0
97,0.39955413,1.3520424,3,2,0,4,0.0,0.0,0
98,0.20124629,1.465829,2,2,0,4,0.0,0.0,0
99,0.47314742,1.6608263,3,5,0,2,0.0,0.0,0
100,0.6643156,1.5297914,3,3,1,6,0.0,0.0,0
101,0.5898522,1.4894893,2,5,0,1,0.0,0.0,0
102,0.215354,2.6754758,4,5,1,3,0.0,0.0,0
103,0.58412313,1.4555837,1,2,0,4,0.0,0.0,0
104,0.34369445,2.171361,3,1,1,6,0.0,0.0,0
105,0.2749169,1.3934995,2,4,0,3,0.0,0.0,0
106,0.36428636,1.5901238,3,4,0,1,0.0,0.0,0
107,0.79480636,2.9699674,4,4,0,3,0.0,0.0,0
108,0.57425916,1.3910646,2,4,0,3,0.0,0.0,0
109,0.82074475,1.5970889,3,5,0,3,0.0,0.0,0
110,0.1481159,1.8960197,3,4,0,2,0.0,0.0,0
111,0.58615404,1.1601562,2,1,0,5,0.0,0.0,0
112,0.5088771,1.9611541,4,4,0,5,0.0,0.0,0
113,0.7044832,1.2696434,2,6,0,5,0.0,0.0,0
114,0.18285179,1.5871141,1,5,0,5,0.0,0.0,0
115,0.5169856,1.3810015,2,2,1,2,0.0,0.0,0
116,0.6483274,1.3846799,2,4,1,2,0.0,0.0,0
117,0.30642417,1.2820644,3,2,1,5,0.0,0.0,0
118,0.5386987,3.4555528,4,2,0,3,0.0,0.0,0
119,0.59101194,1.5441629,2,4,1,4,0.0,0.0,0
120,0.41016212,1.5834732,1,3,0,2,0.0,0.0,0
121,0.73943365,1.4183209,2,6,0,2,1.0,1161.3711,1
122,0.3302428,1.9239602,4,2,1,2,0.0,0.0,0
123,0.73303586,4.4767876,4,4,0,3,1.0,617.2916,1
124,0.4114514,1.5133779,3,2,0,4,0.0,0.0,0
125,0.684245,1.9376857,1,3,1,3,1.0,773.84436,1
126,0.8026774,1.7057675,2,2,0,3,1.0,617.7854,1
127,0.42090032,1.5912843,2,4,1,2,0.0,0.0,0
128,0.3597888,2.070278,3,4,1,2,0.0,0.0,0
129,0.31988657,1.6739482,2,2,1,2,0.0,0.0,0
130,0.3033759,1.327817,3,2,0,4,0.0,0.0,0
131,0.6910235,1.4713528,2,5,0,2,0.0,0.0,0
132,0.15570489,1.5397658,1,3,0,5,0.0,0.0,0
133,0.18092844,4.8967094,3,5,1,5,0.0,0.0,0
134,0.56429315,1.5216086,1,3,1,4,0.0,0.0,0
135,0.5024743,1.8007761,1,2,0,2,0.0,0.0,0
136,0.5191274,2.3923914,3,3,1,2,0.0,0.0,0
137,0.19042403,1.3172817,3,5,0,2,0.0,0.0,0
138,0.35259423,2.349148,3,6,1,4,0.0,0.0,0
139,0.47841114,1.5146,1,5,1,3,0.0,0.0,0
140,0.4498598,1.3014652,2,5,1,2,0.0,0.0,0
141,0.20222828,1.607394,3,3,0,5,0.0,0.0,0
142,0.1653279,1.3781797,1,1,0,3,0.0,0.0,0
143,0.74335176,1.4275833,2,2,0,3,0.0,0.0,0
144,0.7285683,1.7098264,2,5,1,4,0.0,0.0,0
145,0.38461536,1.4304026,2,3,0,3,0.0,0.0,0
146,0.3206706,2.9405117,3,3,1,2,0.0,0.0,0
147,0.58276445,1.3915802,2,5,0,4,0.0,0.0,0
148,0.21720387,1.5738701,3,3,0,2,0.0,0.0,0
149,0.1423231,1.581953,1,4,0,3,0.0,0.0,0
150,0.52350426,1.6560471,1,3,1,5,0.0,0.0,0
151,0.2448429,1.4090731,2,5,0,1,0.0,0.0,0
152,0.20016345,1.4576414,2,3,0,2,0.0,0.0,0
153,0.6876434,1.3570846,2,2,0,3,0.0,0.0,0
154,0.19309533,1.4676404,2,3,1,2,0.0,0.0,0
155,0.8343278,1.3707582,2,2,0,2,0.0,0.0,0
156,0.48666742,1.5949154,1,5,1,4,0.0,0.0,0
157,0.67705506,1.7696831,4,2,1,4,0.0,0.0,0
158,0.68597543,1.8878514,4,3,0,4,0.0,0.0,0
159,0.30629718,1.5076072,1,3,0,2,0.0,0.0,0
160,0.15506181,1.3341389,2,1,0,4,0.0,0.0,0
161,0.41894993,1.2781925,3,6,1,4,0.0,0.0,0
162,0.8292091,1.462487,2,4,0,5,0.0,0.0,0
163,0.32566047,1.2838389,3,2,0,3,0.0,0.0,0
164,0.33470798,1.5366335,3,2,0,2,0.0,0.0,0
165,0.4533513,1.7893759,2,6,1,3,0.0,0.0,0
166,0.5937731,1.4794804,2,4,1,5,0.0,0.0,0
167,0.3412399,1.3953444,2,2,0,4,0.0,0.0,0
168,0.19731778,1.761338,4,2,1,1,0.0,0.0,0
169,0.45737523,1.5037746,1,4,0,2,0.0,0.0,0
170,0.26811984,2.6520636,3,2,1,2,0.0,0.0,0
171,0.26096934,1.3465931,2,2,1,2,0.0,0.0,0
172,0.23547943,1.5465918,2,4,0,2,0.0,0.0,0
173,0.3347704,1.483754,2,3,1,2,0.0,0.0,0
174,0.32611617,2.9060977,3,5,1,2,0.0,0.0,0
175,0.3677624,2.0561044,3,7,1,3,0.0,0.0,0
176,0.21742858,1.6288191,2,2,0,1,0.0,0.0,0
177,0.6564583,1.1948106,1,1,0,2,0.0,0.0,0
178,0.40101606,1.4260435,3,4,0,2,0.0,0.0,0
179,0.5422872,1.7745116,3,4,0,4,0.0,0.0,0
180,0.19529375,1.8463492,2,4,0,4,0.0,0.0,0
181,0.7625667,1.4673066,1,5,0,2,0.0,0.0,0
182,0.59522796,1.7487466,2,2,0,4,0.0,0.0,0
183,0.62236816,1.5473297,1,5,0,3,0.0,0.0,0
184,0.6154204,1.4090571,2,5,1,4,0.0,0.0,0
185,0.2600929,2.0536196,4,4,1,2,0.0,0.0,0
186,0.55776507,1.4197583,2,4,0,4,1.0,430.63547,1
187,0.58928955,1.7987434,3,2,1,3,0.0,0.0,0
188,0.61326516,1.5436581,2,2,1,3,0.0,0.0,0
189,0.27215582,1.289532,3,2,1,4,0.0,0.0,0
190,0.73255545,1.6105148,3,3,0,3,0.0,0.0,0
191,0.7024539,1.3742245,2,2,0,3,0.0,0.0,0
192,0.14423636,4.596733,4,2,1,3,0.0,0.0,0
193,0.77483404,1.7628175,2,6,0,3,0.0,0.0,0
194,0.21975471,1.7702066,3,2,1,5,0.0,0.0,0
195,0.43614092,4.745107,3,3,1,2,0.0,0.0,0
196,0.48173863,1.750703,3,5,0,3,0.0,0.0,0
197,0.5225494,1.4364693,2,3,0,2,0.0,0.0,0
198,0.24245176,1.4543135,2,5,0,4,0.0,0.0,0
199,0.25834045,1.478146,2,2,0,5,0.0,0.0,0
200,0.35952616,1.799437,1,2,1,5,0.0,0.0,0
201,0.5549057,1.3353515,2,2,0,4,0.0,0.0,0
202,0.7897328,2.7874315,1,3,1,3,0.0,0.0,0
203,0.3413676,1.3988496,3,1,0,1,0.0,0.0,0
204,0.31213528,1.3505617,1,6,0,6,0.0,0.0,0
205,0.74228144,1.1597779,1,1,0,4,0.0,0.0,0
206,0.8244642,1.2920282,3,2,0,4,0.0,0.0,0
207,0.56719464,1.5388515,2,5,0,4,1.0,334.02032,1
208,0.66274667,1.5717498,2,2,1,3,1.0,797.0803,1
209,0.6174557,1.291289,2,6,1,5,0.0,0.0,0
210,0.31237003,1.3676026,2,4,1,4,0.0,0.0,0
211,0.178848,1.7147169,3,5,0,3,0.0,0.0,0
212,0.6873538,1.5348971,1,3,0,2,0.0,0.0,0
213,0.5968774,1.433987,2,2,0,2,0.0,0.0,0
214,0.668225,2.179533,1,5,1,4,0.0,0.0,0
215,0.7866489,1.5208788,1,1,0,4,1.0,640.5691,1
216,0.21781571,1.6562068,1,6,1,3,0.0,0.0,0
217,0.42226258,1.4767725,1,1,1,3,0.0,0.0,0
218,0.5892974,2.4093542,4,2,1,4,0.0,0.0,0
219,0.76751983,1.8211368,2,3,1,4,0.0,0.0,0
220,0.69700605,2.8441997,4,1,1,4,0.0,0.0,0
221,0.81632984,1.3166057,3,4,1,3,0.0,0.0,0
222,0.34583735,1.5329089,1,5,0,2,0.0,0.0,0
223,0.23523454,1.8002126,1,2,1,2,0.0,0.0,0
224,0.6189955,1.5087001,2,4,0,3,1.0,1511.9972,1
225,0.37707803,1.6349648,1,4,0,4,0.0,0.0,0
